id,aclength,intplan,dataplan,datagb,ommin,omcall,otmin,otcall,ngmin,ngcall,imin,icall,cuscall,churn
399-2077,147,0,1,1.5G,152.3,73,193.8,101,39.7,13,8.7,1,0,0
411-8815,152,0,0,0,159.2,70,112.2,88,12.5,8,11.1,3,4,0
410-7113,123,0,1,100M,74.4,72,128,82,12.6,11,7.6,2,2,0
370-1382,99,0,0,0,169.1,78,187,66,6.3,4,5.7,1,3,0
383-1593,91,1,0,0,170.7,77,188.5,119,2.8,7,12.9,8,4,1
420-4594,91,0,0,0,247.2,106,189.5,91,13.5,7,3.2,3,2,0
367-6336,79,0,1,500M,234.1,68,229.5,63,3.1,5,11.3,1,0,0
388-3210,89,0,1,1.5G,170,76,176,89,15.9,11,11.5,3,3,0
383-2480,116,0,0,0,125.8,65,218.1,76,33.6,8,7,2,2,0
377-4482,85,0,0,0,150.8,70,236.8,111,9.3,9,4.5,3,2,0
381-1811,72,0,1,500M,206.6,86,236.4,93,16.8,4,5.7,2,0,0
441-5202,130,0,0,0,230.3,93,252.6,126,8.2,3,16.4,3,0,0
401-9255,129,0,1,1G,292.1,86,221.3,94,20.1,16,4,1,1,0
373-9190,154,0,0,0,103.2,79,201.9,103,14.3,1,10.5,2,0,0
361-4007,61,1,1,1.5G,154.7,75,204.7,105,20.3,6,18.3,5,1,1
443-6852,103,0,0,0,133.1,54,156.5,73,9.6,2,13.9,4,1,1
356-1711,147,0,1,1.5G,190.4,75,275.1,125,17.8,9,12.4,2,2,0
379-3996,61,0,0,0,183.2,46,169.5,76,32,19,11.5,4,0,1
362-5734,134,0,0,0,70.4,54,169.7,115,4.7,10,2.3,1,2,0
391-2699,177,0,0,0,132.1,66,165.6,120,33.2,11,24.9,6,0,0
446-9764,19,0,0,0,153.5,70,305.1,137,17.4,11,14.4,3,1,0
444-6007,96,0,0,0,228.6,96,240.6,100,27,8,3.6,3,2,0
443-5268,51,0,0,0,162.6,86,236.6,120,21.8,3,6,1,3,0
351-9019,94,0,0,0,156,48,101.5,82,54.5,16,11.3,3,3,0
450-9405,124,0,0,0,137.5,59,164.2,107,37.5,14,8.6,4,0,0
424-1667,21,0,1,250M,198,67,187.2,70,2.2,7,0,0,1,1
434-5484,110,0,0,0,157,71,231.6,94,16.7,9,11.3,3,4,0
419-8542,64,0,0,0,131.9,44,214.6,95,17.2,4,16.1,6,4,1
355-6910,119,0,0,0,140.2,49,203.3,111,22.2,12,20.6,5,1,0
420-2067,137,0,1,2G,224.2,95,206.2,85,21,8,5.7,2,0,0
351-8489,131,0,0,0,222.8,56,275,119,39.8,14,10.5,2,0,0
435-4515,101,0,0,0,187.8,63,195.9,91,13.7,3,6.8,1,1,0
402-3817,86,0,0,0,153.4,70,171.7,97,7.9,8,18.8,9,0,0
437-2998,101,0,0,0,169.4,97,86.1,66,25.1,14,0,0,1,0
431-6263,30,0,0,0,237,84,226.6,83,43.2,12,0,0,2,0
352-1503,121,0,1,500M,102.8,84,135.3,112,21.1,8,12,3,1,0
382-5111,70,1,0,0,142.8,60,191.8,126,57.3,23,31.2,13,1,1
366-9358,172,0,0,0,270.3,108,310.5,101,6.9,5,9.7,2,0,0
413-8329,59,1,0,0,188.3,85,127.5,36,29.6,13,36.1,13,2,1
417-7128,112,0,1,1.5G,151,51,165.5,80,32.6,20,0.4,2,0,0
385-6324,121,0,0,0,344.5,104,277.7,95,1.2,8,9.6,4,2,1
438-3330,87,0,0,0,188.6,80,184.9,82,45.6,16,0,0,1,0
371-7096,147,1,0,0,264.2,79,202,87,9.5,11,21.1,6,1,0
449-4642,144,0,0,0,179.3,92,231.2,86,12.9,9,18.1,4,2,0
443-6241,96,0,1,250M,99.1,63,142.8,75,6.7,8,3,1,0,0
407-5015,28,0,0,0,164.7,67,157.9,83,15.2,7,3.7,1,1,0
388-9697,75,0,1,1G,96.8,78,200.9,99,4.6,6,15.3,2,0,0
356-6148,142,0,0,0,190.2,84,198.6,68,15,7,7.8,3,0,0
448-9843,124,0,0,0,236.3,67,189.5,79,17.7,13,14.2,4,1,0
373-1966,121,0,0,0,215.3,61,268.8,65,6.8,14,7.7,3,0,0
407-5869,79,0,1,2G,246.5,96,267.2,103,32.2,12,17.9,5,0,0
389-9460,159,0,1,1G,130.1,68,213.8,66,7.6,3,0,0,4,0
432-6376,90,1,0,0,99.6,55,256.3,109,8.2,13,11.1,5,0,1
367-9261,132,1,0,0,208.5,85,177.5,110,31.9,15,23.9,10,0,1
449-9424,0,0,0,0,251.4,71,195.8,102,8.3,3,9.2,4,2,0
411-8462,111,0,0,0,159.4,89,290.5,85,63.4,27,13.7,4,1,1
390-2580,95,0,1,1.5G,292.8,87,190.7,97,16.1,9,2.8,1,1,0
363-5631,101,1,0,0,171.6,63,201.6,84,69.7,19,8,4,2,1
382-1815,86,0,0,0,110.7,81,172.3,89,12.1,8,10.9,2,1,0
375-3891,87,1,0,0,167.5,84,183.5,127,12.6,9,12.9,5,1,1
428-7533,116,0,0,0,208.3,99,197.7,75,10.3,3,7.2,4,0,0
442-4592,126,0,0,0,143.2,25,210.7,118,29.9,11,0,0,0,0
404-3688,143,0,0,0,265.4,96,130.6,87,6.2,9,1.1,1,1,0
405-8324,130,0,0,0,228.1,84,239.7,95,14.6,8,12,1,1,0
424-2339,10,0,0,0,152.8,58,195.3,109,20.2,14,10.9,3,1,0
433-9469,39,1,0,0,115.4,68,183.9,97,20.6,18,22.2,6,1,0
375-2477,121,0,0,0,217.5,77,183.4,97,18.2,3,12.6,3,3,0
422-3071,106,0,1,1G,182.4,79,120,95,7.3,9,14.1,1,3,0
419-7203,72,0,0,0,270.3,109,232.2,118,26,10,16.1,5,0,0
394-1262,164,1,1,1.5G,258.6,97,145.8,80,28.2,16,15.5,5,3,1
435-3393,159,1,0,0,221,86,352.2,136,19.2,6,16.7,6,2,1
378-8380,130,0,0,0,194.8,68,179.2,84,35.3,11,8.6,3,0,0
392-1828,141,0,0,0,129.1,88,206.8,89,11.9,8,9.2,3,4,0
400-7487,110,0,0,0,134.4,54,183.4,62,5.4,2,13.5,4,4,0
400-7894,81,0,1,500M,140.2,60,146.8,81,16.1,9,5.3,2,1,0
432-4157,97,0,0,0,217.7,85,241.2,97,19.7,19,14.2,2,0,0
369-4380,116,0,1,250M,219.6,75,255.9,95,8.9,5,12.9,3,2,0
446-9957,97,1,1,250M,204.8,83,191.2,65,29.4,15,19.3,6,1,0
433-7481,155,0,0,0,259.7,81,237.3,94,7.8,11,9.9,2,3,0
386-8838,91,0,0,0,230.7,68,250.3,116,9.6,8,7.8,3,1,1
446-3336,65,0,1,500M,259.6,81,194.6,101,4.1,4,15.2,6,2,0
413-2920,68,0,0,0,182.4,93,206.7,109,38.2,13,14.1,3,2,1
446-4867,191,0,0,0,166.6,71,228.2,119,17.3,6,17.1,6,2,0
449-8688,109,0,0,0,180.5,87,182.4,88,3.8,6,5.3,1,0,0
412-4232,52,1,0,0,134.4,56,267.7,128,35.4,13,4.5,6,1,0
438-5517,24,0,1,1G,161.6,42,208.4,95,17.5,14,12,3,2,0
439-5501,172,0,0,0,114.7,65,140.5,77,13,2,13.5,3,2,0
441-8998,98,0,0,0,213.2,94,108.6,45,3.3,2,4.3,3,0,0
381-6177,111,1,1,1G,123.1,89,198.7,83,25.3,3,21.9,8,0,1
383-9773,126,0,0,0,230.7,79,231.1,99,7.2,7,7.4,1,1,0
419-5861,93,0,0,0,116.3,47,164.6,66,17,11,8.4,3,1,0
368-1416,95,0,1,500M,203.4,109,178.5,87,25.1,12,9.8,3,0,0
389-6022,168,0,0,0,123.3,67,114.2,78,12.6,7,8.9,3,4,0
400-6100,71,0,0,0,87.9,82,103.1,113,5.5,6,13,3,0,0
352-2727,28,0,0,0,133,60,226.5,87,28.4,16,6.1,1,3,0
419-2051,154,1,1,1G,179.9,65,285.1,103,16.7,7,10.8,6,2,0
439-9611,155,0,0,0,211.1,102,246.4,98,25.2,13,3.5,1,0,0
399-8549,131,0,0,0,173.7,93,235.7,96,18.9,9,9.6,2,2,0
443-3724,131,0,1,100M,299.2,71,169.4,123,12.9,9,0.6,1,1,0
442-7449,76,0,0,0,55.3,58,201.5,72,31.2,14,11.4,6,1,0
392-2733,96,0,1,1.5G,241.1,102,224.3,79,11.2,6,16.3,3,0,0
401-3801,104,0,1,1G,116.8,59,180.6,47,15,4,12.1,3,1,0
356-4255,166,0,0,0,188.2,71,250.2,107,24.1,10,7,2,1,0
370-6662,124,1,1,1.5G,172.6,79,199.7,92,8.5,7,26.6,8,1,1
380-4699,155,0,0,0,215.1,45,276.3,113,42,7,13.6,5,4,1
410-2643,59,0,1,1.5G,190.6,35,144.9,103,10.8,9,5.5,2,4,1
369-9965,75,0,0,0,206.2,104,129.5,97,20.1,6,14.8,5,4,0
431-5087,99,0,0,0,260.4,99,169,90,0.5,12,7.7,1,0,0
385-1809,109,0,0,0,97.8,53,165.4,94,27,7,20.1,4,2,0
381-7431,108,0,0,0,215.6,78,125.7,63,10.8,10,15.3,4,2,0
369-8201,161,0,1,1.5G,267,106,260.2,87,1.6,2,0,0,1,0
404-9792,87,0,0,0,125.5,62,88.4,54,0,0,7.4,1,0,0
425-2209,110,0,0,0,223.2,104,272.1,133,17.8,2,17.2,2,3,0
350-9341,75,0,0,0,238.3,98,227,109,15.4,7,4.8,2,1,0
372-1502,63,0,0,0,162.3,75,238.4,93,8.4,4,8.2,3,1,0
379-3946,111,0,1,250M,99.1,73,212.6,101,11.5,5,0,0,2,0
366-1068,104,0,1,1G,146.1,59,158.7,92,6.3,2,11.2,4,2,0
398-7986,45,1,1,250M,38.9,36,214.7,75,16.6,9,22,7,0,1
354-2070,156,0,0,0,270,100,255.7,121,9,5,14.9,3,0,0
433-8532,64,1,0,0,272.1,124,154.3,115,12.3,11,13.2,5,0,1
429-6433,14,0,1,2G,175,48,271.2,111,9.2,3,20.4,2,3,0
364-7695,27,0,0,0,278.6,114,190.3,78,12.3,4,2.2,3,0,0
426-1692,108,0,0,0,105.5,51,98.3,80,4.9,8,10.3,4,0,0
425-3862,53,0,0,0,142.5,55,134.4,78,8.2,8,5.4,3,1,0
442-2324,111,1,1,1.5G,187,68,231.6,78,6.3,4,18.1,5,2,1
386-1939,90,0,1,1.5G,229.2,57,106.8,68,15,9,7,3,2,0
436-8054,92,0,1,2G,172.9,70,188.6,74,50.5,11,3.5,1,2,0
407-9402,82,0,1,1G,117.9,52,190.9,91,23.6,15,8.7,2,1,0
437-5282,60,0,0,0,195.9,74,187.1,119,13.9,15,8.9,4,4,1
360-2340,76,0,0,0,137.8,69,188,73,22.2,11,10.1,2,0,0
436-8005,114,0,1,250M,136.6,55,100.7,22,50,9,13.7,2,1,0
382-4707,139,0,0,0,272.6,82,200,108,12.4,3,18.4,7,2,0
363-9862,110,0,0,0,224,68,146.5,109,28.7,10,7.6,3,3,0
362-9790,148,0,1,1G,243.2,99,282,101,4.7,6,11.9,1,1,0
364-8354,49,0,1,500M,189.1,100,228.9,90,15.3,13,13.9,4,0,0
366-4329,115,0,0,0,267.4,65,268.6,134,9.4,7,13.8,3,3,1
373-9351,76,0,1,1.5G,159.9,67,195,120,1,2,0,0,4,1
445-2737,145,0,0,0,302.9,104,259.5,107,8.9,3,13.1,5,2,1
363-9222,69,0,0,0,166.2,68,178.7,86,27.3,18,10.8,1,2,0
404-2370,100,0,0,0,117.1,49,218.2,95,74.9,16,13,3,3,0
366-5851,80,1,1,1G,181.2,63,194.4,113,6.7,11,18.6,6,3,0
390-4884,70,0,1,500M,225.3,78,154,129,24.7,14,5.2,1,1,0
388-5587,65,0,0,0,126.4,70,183,85,7.4,10,12.6,4,1,0
445-3666,43,0,0,0,162.6,61,158.4,92,22.1,15,10.7,1,0,0
393-9154,73,0,1,1.5G,190.8,53,255.6,107,18.5,1,0,0,2,0
372-5192,177,0,0,0,191.6,62,231.5,110,11.7,6,0,0,2,0
382-4624,46,0,0,0,143.2,76,239.4,132,2,5,15.9,5,4,0
358-6709,124,0,0,0,269.4,73,246.4,76,14,4,6.6,3,3,0
433-8697,132,1,1,500M,193.3,80,197.2,119,16,13,14.5,4,1,1
382-7514,124,0,0,0,331.5,94,156.4,93,38.2,13,10.4,2,1,0
424-9436,141,0,0,0,182.8,70,169.2,82,4.7,10,12,1,1,0
389-6525,90,0,1,500M,167.6,83,148.4,82,11.6,6,5.8,2,0,0
393-6304,100,0,1,1G,114.9,62,217.5,97,18.8,12,10.3,3,2,0
429-2182,96,1,0,0,154.9,60,222.7,79,44.6,16,13,6,2,1
377-5181,120,0,0,0,162.3,88,186.2,76,19,10,0,0,2,0
377-8264,120,1,0,0,51,26,282.3,81,13.7,8,14.8,7,0,0
385-4667,8,1,0,0,177.9,47,226,86,32.9,9,20.7,5,1,1
394-9903,129,0,0,0,227.4,79,137,103,28.4,14,10,1,1,0
411-8113,101,0,1,500M,239.8,59,218.8,99,25.1,4,13.2,2,0,0
356-8962,132,0,0,0,204.6,81,238.5,115,35.5,11,5.8,3,1,0
436-1990,146,0,0,0,181.6,85,137,69,16.2,7,14.2,5,3,0
446-5466,63,0,0,0,216.9,88,220.9,82,35.3,13,4.5,1,2,0
418-5727,88,1,0,0,201.7,76,149.9,77,15.4,11,17.9,4,1,1
364-8987,86,0,1,1G,107.4,46,227.6,132,16.4,10,13.9,3,1,0
382-9597,71,0,0,0,217.2,101,244.2,116,13.9,17,9.4,1,2,0
395-2420,88,0,0,0,128.2,51,253.5,93,7.2,4,3.2,1,0,0
387-7499,55,0,0,0,93.3,48,147.4,98,10.9,8,12.5,3,1,0
420-2877,110,0,0,0,183.4,62,158.4,69,2.6,3,16,6,1,0
351-5129,96,0,0,0,166.5,78,181.2,102,29.9,4,12.7,2,1,0
450-7677,95,1,0,0,172.7,41,217.9,109,17.3,9,16.6,8,1,1
383-2880,106,0,1,1G,214.1,82,186.5,100,23.1,12,10.1,2,2,1
359-2653,158,0,1,1G,202.1,84,246.5,107,1,6,18.8,4,1,0
354-3903,110,0,0,0,214.9,93,179.9,113,11.7,11,0,0,0,0
410-6338,100,0,1,1.5G,210.7,95,247.6,132,29.8,9,0,0,4,0
367-6202,158,0,0,0,243.1,97,191.9,87,3.8,10,0,0,3,1
383-1482,45,0,0,0,187.4,53,170.6,81,22.7,13,14,6,0,0
444-2220,53,0,0,0,185.6,71,104.5,65,9.8,11,7.5,2,2,0
405-5692,92,0,1,1G,167.9,53,189.6,78,18.1,14,11.2,3,0,0
386-8103,166,0,0,0,238,103,239.1,109,37.3,18,6.6,2,2,0
372-8160,141,0,1,1.5G,197.4,89,158,100,33.8,9,13.6,2,3,0
449-3610,41,0,1,1G,229.1,68,211.8,87,30.2,17,17.2,4,0,0
448-7797,142,0,0,0,223.2,64,250.1,104,32.3,16,13.8,3,2,0
414-1060,149,1,0,0,196.8,89,276.5,106,64.6,16,16.1,4,6,1
381-9130,86,0,0,0,176.8,57,135.2,74,60.9,17,20.5,4,3,0
403-3605,72,0,0,0,223.1,92,207.3,96,42.5,15,6.8,3,0,0
414-9487,143,0,0,0,195.5,77,238.2,114,16.9,7,0,0,5,0
381-6846,92,0,1,250M,202.8,44,181.4,112,21.3,9,13.1,3,1,1
381-2134,38,1,0,0,191.2,78,90.9,124,33.5,14,18.6,7,2,0
361-3667,92,0,0,0,190.5,81,182.9,129,14.6,9,2.8,2,1,0
374-3758,169,0,1,500M,257,89,244.3,119,15.8,9,5.2,2,1,0
437-1525,97,1,0,0,159.4,72,157.7,110,18.3,9,21.4,8,1,0
422-3224,59,0,1,1.5G,180.3,73,131.2,79,34.4,17,19.7,5,2,0
367-2050,96,0,0,0,209.2,71,239.6,124,26.4,10,9.2,2,3,1
359-4927,64,0,0,0,173.8,77,127.5,95,31,12,12.5,2,1,0
394-3032,88,0,1,1G,122.4,66,93.5,46,42.7,7,5.6,3,2,0
431-4616,63,0,1,100M,145.3,42,152.1,33,8.9,8,8.8,3,3,0
449-4843,121,0,1,1G,122.3,85,234.1,136,14.3,5,14.1,2,0,0
367-9151,26,0,0,0,195.4,86,218.9,84,42.2,22,6.3,3,2,0
361-7721,59,0,0,0,117.1,57,142,73,88.1,20,14.6,1,0,0
446-6477,109,0,1,1G,135.5,71,201.9,107,25,6,13.5,5,3,1
353-8041,134,0,0,0,206.7,87,262.4,117,3.6,3,5.9,1,3,1
404-7764,125,0,1,500M,242.2,87,187.2,52,20.8,6,8.6,2,0,0
377-3077,91,0,1,1G,161.6,79,113.9,60,20.5,9,10.6,1,2,0
420-7024,90,0,0,0,245.2,54,244.8,112,22.1,5,4.8,1,3,0
390-3842,85,0,1,1G,174.7,61,168,73,70.8,20,11.7,3,1,0
361-3766,81,0,1,1G,193.8,66,327.9,124,12,5,13.2,3,3,1
355-3046,165,0,0,0,175.5,77,266.3,112,7.6,15,0,0,2,0
353-3639,156,0,0,0,118.5,80,229,90,9,8,4.7,1,0,0
393-2724,73,0,0,0,182.5,88,154,114,3.8,6,0,0,1,0
372-5914,121,0,0,0,187.1,81,119.6,74,54.6,11,3.8,1,1,0
356-3417,73,0,1,1.5G,214.8,33,134.1,77,26.9,17,15.2,3,3,0
374-9033,159,0,1,1.5G,240.2,61,248.7,109,2.7,3,0,0,2,0
421-2168,120,0,1,1G,209.8,89,136.8,93,31.7,12,15,3,1,0
441-1453,101,0,0,0,245.1,85,251.7,118,4.1,9,7.8,3,2,0
447-3331,119,0,1,2G,160.9,75,96.5,97,22.4,14,0,0,0,0
381-1036,70,0,0,0,276.6,97,246.2,95,15.6,7,14.2,4,2,0
410-2413,65,0,0,0,234.2,67,240.5,104,3,4,20.3,5,2,0
399-7853,160,0,0,0,282.3,84,227.6,114,31.8,15,0,0,2,0
355-4945,126,0,0,0,161,83,205.8,105,3.1,5,13.1,3,3,0
395-3021,118,0,1,1.5G,179.4,62,289.3,128,80,20,7.8,3,1,1
421-3468,116,0,0,0,59,29,232.8,88,23.6,13,23.1,4,2,0
374-2047,131,0,0,0,111.8,52,149.7,100,29.6,11,5.8,2,2,0
428-6870,80,0,0,0,282.5,103,300.2,113,39.6,13,18.3,5,0,0
356-9398,12,0,1,1G,166.8,54,164.9,69,30.9,11,10.7,1,1,0
425-8252,132,0,1,500M,182.6,57,153.1,66,15.6,10,16.6,5,1,0
361-9974,158,0,0,0,168.9,67,113,86,6.6,17,19.6,3,1,1
358-8341,37,0,0,0,155.4,64,189.5,82,8.2,9,7.2,2,5,0
418-4745,180,1,0,0,234.5,111,241.9,121,43.3,10,14,7,1,1
373-3637,114,0,1,1.5G,157.3,74,206,92,14.2,2,5.3,2,0,0
373-4812,51,0,0,0,259.1,91,249.7,110,8.7,8,3.7,3,0,0
404-6713,22,0,0,0,99.5,23,173,87,28.5,7,11.1,1,1,0
370-4308,87,0,1,250M,166.2,68,170.1,50,17.1,9,0,0,1,0
405-2136,39,1,1,2G,271.4,84,218.8,99,21.9,16,24.3,10,5,1
355-4014,97,0,0,0,166,93,186.5,146,17.8,11,19.6,4,3,1
350-1149,83,0,0,0,130.1,22,211.8,103,5.6,5,7.5,2,0,0
362-8221,98,1,0,0,274.7,100,158.7,118,29.3,9,15.5,5,0,1
423-1512,79,0,1,1.5G,112.4,65,296.6,116,15.9,5,15.4,3,1,0
370-3001,167,0,0,0,214.9,93,254.7,106,24.8,13,7.9,3,3,0
449-8357,91,0,0,0,175,62,227.4,112,17.7,14,24.1,6,0,0
439-2925,64,0,1,1G,192.2,53,211.3,124,17,7,14.6,5,0,0
421-5572,71,0,1,1.5G,234.6,75,121.6,76,23.3,14,14,3,2,0
392-3453,113,0,0,0,176.5,83,257,140,7,10,0,0,2,0
413-1923,72,0,0,0,149.3,71,252.4,107,34.7,4,18,8,0,1
371-7639,60,0,0,0,408,142,248.1,111,58.3,9,13.4,2,1,1
444-5802,42,0,1,1.5G,285.1,96,167.2,96,14.6,18,17,3,1,0
440-3111,135,0,0,0,161.9,51,224.6,89,17.4,2,0,0,1,0
425-3278,83,0,0,0,241.4,77,120.7,74,18.4,15,9.3,1,3,1
364-8090,70,0,0,0,152.4,36,204,97,6.7,18,5.8,3,1,0
428-6576,143,1,0,0,200,87,202.4,116,17.6,13,10.3,5,1,0
378-5772,83,0,0,0,171.1,59,143.2,98,45,13,11.9,3,0,0
356-8070,103,1,0,0,214.1,61,166.9,47,65,14,7.5,5,0,0
450-1862,76,0,0,0,210.8,75,162.8,51,16.1,7,4.3,2,0,0
430-4673,96,0,1,1.5G,137.5,54,142.8,95,5.7,5,17.4,5,0,0
433-2654,136,0,0,0,122.8,72,219.9,81,10.5,3,7.2,2,0,1
446-2726,69,0,1,1G,84,48,156.1,84,22.4,12,4.8,2,1,0
354-6894,97,0,1,1.5G,243.6,91,207,99,6.6,5,10.9,3,1,0
363-1090,70,1,1,1.5G,94.3,64,257.1,80,10.4,15,9.3,6,0,0
351-6540,102,1,0,0,202.6,76,173,65,25.7,9,20.8,5,0,1
436-1100,103,0,1,1.5G,185.3,87,194.3,87,10,8,12.7,3,2,0
411-2107,53,0,0,0,147.2,50,91.7,57,10.5,6,9.5,4,2,1
367-7408,133,0,0,0,128.7,52,237.6,128,27.9,11,5,1,3,0
435-2256,96,1,1,1.5G,168.4,92,185.5,79,2.6,15,14.8,9,2,1
352-6169,101,0,0,0,137.1,83,180.7,85,8.9,1,11.4,2,1,0
358-3542,98,0,0,0,261.9,102,240.4,120,31.4,16,13.1,1,2,0
380-6862,75,0,1,1.5G,170.7,94,211.8,128,22.9,4,0,0,0,0
369-1279,97,0,0,0,203.1,86,147,98,21.7,9,10.8,4,2,0
366-2695,121,0,1,100M,186,52,239.9,81,18,9,11,2,0,0
396-9574,148,0,1,1.5G,163.4,90,159.4,93,1.7,7,10.5,4,2,0
390-7971,105,1,0,0,206.4,69,120.1,53,18.2,8,22,12,0,1
381-5137,81,0,0,0,258.8,97,138.3,68,17.9,9,17.3,7,1,1
354-3553,93,0,1,1.5G,208.8,80,198.2,78,18.2,5,12.5,4,2,0
415-9703,148,0,0,0,229.9,112,196.6,104,1.9,8,9.2,2,1,0
410-5743,51,0,0,0,118.7,44,156.7,92,8.2,5,14.1,1,3,0
384-1802,142,0,0,0,159.5,74,218.2,63,10.1,8,6,1,2,0
361-3328,167,0,0,0,107.9,48,165.9,44,36.4,8,24.9,9,3,0
378-6853,46,0,1,1G,189.3,73,132.6,80,25.4,9,16.2,3,1,0
412-9353,72,0,1,500M,177.3,81,204,87,11.8,6,4.4,2,1,0
370-4023,109,0,1,1.5G,146,54,211,141,18.1,15,14.3,2,2,0
411-9924,150,0,1,1G,191.5,74,151.3,87,2.1,8,2.4,2,3,0
431-8833,91,0,1,500M,258.2,105,179.5,64,44.8,21,10.6,2,1,0
413-9988,61,0,1,500M,174.6,98,203,102,9.7,7,0.3,2,3,1
442-8899,62,0,0,0,185.2,89,140.8,58,19.4,12,0,0,1,0
416-6333,85,0,1,500M,218.2,76,226.3,100,26.3,9,16.2,4,3,1
373-4132,52,0,0,0,263.2,71,251.4,111,39,8,17.1,3,3,1
378-4860,104,0,0,0,165.8,69,167.5,116,34.1,14,15.1,2,0,0
437-2876,113,0,0,0,164.5,90,155.1,106,47.5,13,7.8,2,2,0
427-9666,38,1,0,0,123,67,171.5,110,39.9,14,17.1,4,1,0
432-6055,86,0,0,0,159.6,55,249.3,130,12,8,0,0,3,0
401-4056,217,0,0,0,221.2,74,246.4,122,34.1,13,9.8,4,1,0
442-1316,46,0,1,1.5G,235.7,81,164,54,22.2,15,1.7,1,3,0
427-8188,153,0,1,250M,229,108,190.3,84,9.8,16,0,0,3,0
391-5653,127,0,1,1.5G,158.3,57,192.3,114,34.2,10,18.2,2,2,0
398-1964,105,0,0,0,110.8,50,232.8,113,37.4,11,10.9,2,2,0
377-8498,117,0,0,0,277.2,90,226.6,79,28.3,9,2.3,3,2,0
423-1094,75,0,1,1G,180.9,87,209.1,62,32.8,10,8.1,2,3,0
386-6103,124,0,1,500M,111.2,84,108.4,66,0,0,19.2,6,2,0
449-9361,112,1,0,0,173.1,75,183.5,85,15.3,10,20.4,6,2,1
378-5847,32,0,1,500M,156.2,83,255.6,114,2.7,7,8.3,1,3,1
442-5022,98,0,1,500M,306,92,244.7,80,9.2,6,25.1,4,2,0
443-9650,100,0,0,0,243.2,100,177.8,64,23.6,6,6.5,4,2,1
380-8901,94,0,0,0,80.3,40,150.6,95,22,14,16.3,2,2,0
391-6057,96,0,0,0,247,86,210.8,72,10.5,11,11.3,2,1,0
369-2781,117,0,0,0,285.3,53,183,60,6.7,9,5.5,2,2,0
370-3791,107,0,1,1.5G,194.4,24,208.8,75,3.3,9,0,0,0,1
411-6815,87,0,0,0,199.7,49,194,76,11.1,12,15.5,5,0,1
386-7415,129,0,0,0,233,65,165.1,85,14.4,9,9,2,1,0
427-9663,163,0,0,0,163.8,84,131.2,35,12.9,9,0,0,0,0
358-3986,94,0,0,0,216.1,65,244.1,122,16.9,13,17.8,4,1,0
401-9175,94,0,0,0,260.7,97,229,119,2.1,8,0,0,1,1
382-2735,199,0,0,0,94.9,68,193.2,127,16.3,9,14.9,5,2,0
442-8696,69,0,1,1.5G,140.5,57,158.7,69,22.7,13,0,0,1,0
362-2206,129,0,0,0,211,82,221.4,113,22.1,12,8.3,2,3,0
450-4664,42,0,0,0,148.3,41,120.5,86,11.1,6,19,5,0,0
372-2407,114,0,0,0,233.1,58,180,93,31.5,10,9.2,3,1,0
420-1335,170,0,0,0,234.3,58,164,113,28,9,20.3,7,2,0
422-5583,88,1,0,0,137.8,64,160.6,113,19.6,8,15.9,8,2,0
419-5996,16,0,1,500M,271.9,73,271.8,134,63.3,21,15.3,4,0,0
408-4096,133,1,1,1G,195.3,79,154.6,83,12.1,9,21.2,5,0,0
408-7287,41,0,0,0,187.4,88,170.7,104,5.8,4,7.4,2,4,1
393-7718,136,0,0,0,250.6,60,220.6,112,22.5,9,0,0,1,0
395-5992,37,0,1,2G,75.2,53,144.5,40,35.4,7,11.5,1,2,0
432-2619,58,0,1,1G,204.5,63,175.3,57,36.7,13,9.6,5,1,0
362-7933,112,0,0,0,131.4,68,182.4,86,14.2,2,11.4,1,0,0
357-3767,68,0,1,1G,267.5,79,188.4,94,7.5,8,12.1,2,1,0
415-9816,58,1,1,1G,250.2,87,268.2,87,17.9,10,18.1,6,1,0
350-3985,159,0,0,0,143.9,88,250.5,122,48.7,15,6.4,1,0,0
407-3616,131,0,0,0,163.3,62,216.3,92,7.9,5,3.3,2,1,0
411-4140,87,0,0,0,248.2,97,273.4,92,22.2,2,0.4,2,1,0
413-3944,67,0,0,0,151.7,71,202.7,106,6.3,4,12.7,3,1,0
351-4881,138,0,1,2G,195.7,73,64.6,31,19.1,7,8.3,4,0,0
371-6591,146,0,1,1G,119.7,63,113.4,80,14,6,14.5,3,2,0
430-1205,129,0,0,0,148,74,214.3,92,27.4,13,15.4,5,2,0
369-1987,76,0,0,0,196.9,92,183.4,39,34.3,16,13.4,1,2,0
407-1614,164,0,0,0,45.9,56,181.3,94,6,2,12.5,2,1,1
356-6391,111,0,1,250M,249.7,71,92.5,81,5.8,8,4.9,1,2,0
435-4758,85,0,1,500M,241.6,79,228.2,86,7.8,3,10.9,3,1,1
385-2526,79,0,0,0,115.8,80,197.2,109,13.1,12,11.4,3,3,1
418-4882,156,0,0,0,123.5,71,157.4,74,25.4,6,10.4,3,3,0
389-7403,68,0,0,0,161.4,31,217,102,22.5,8,11.4,1,2,0
410-4070,122,0,0,0,243.6,80,160.2,83,35.1,12,14.5,3,0,0
417-1108,63,0,0,0,118.6,49,190.9,95,22.8,17,5.5,1,0,0
444-8253,65,0,1,250M,240.6,88,273.5,110,42.1,13,5.2,2,0,0
392-4221,66,1,0,0,114.3,69,196.1,103,22.5,3,20.1,6,1,0
